"Environment and Climate Change Canada"
"Monthly Values for April - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"LA RONGE RCS","55.146","-105.270","SK","-2.3","0",NA,"25.1","0","-26.5","0","",,NA,"41.7","0",NA,"","4","",,NA,"608.7","0.0","4064149"
"LA RONGE A","55.151","-105.267","SK","-2.5","0",NA,"25.7","0","-27.9","0","3.0","0",NA,"40.4","0",NA,"","5","",,NA,"616.4","0.0","4064155"
"LOON LAKE RCS","54.020","-109.138","SK","-1.2","0",NA,"26.4","0","-27.5","0","",,NA,"11.2","0",NA,"","3","",,NA,"575.1","0.0","4064620"
"MEADOW LAKE A","54.125","-108.050","SK","",,NA,"27.0","3","",,"",,NA,"",,NA,"","","",,NA,"","","4065057"
"SOUTHEND","56.333","-103.283","SK","-4.9","0",NA,"24.7","0","-36.5","0","",,NA,"15.2","0",NA,"","6","",,NA,"685.9","0.0","4067655"
"SPIRITWOOD WEST","53.367","-107.550","SK","-1.8","0",NA,"25.3","0","-26.6","0","",,NA,"7.5","0",NA,"","2","",,NA,"593.8","0.0","4067723"
"STONY RAPIDS","59.250","-105.841","SK","-6.6","6",NA,"14.4","6","-33.9","6","",,NA,"20.1","6",NA,"","3","",,NA,"590.9","0.0","4067799"
"WASKESIU LAKE","53.917","-106.067","SK","-1.1","0",NA,"23.5","0","-20.6","0","",,NA,"11.2","0",NA,"0.0","3","",,NA,"573.6","0.0","4068559"
"MEADOW LAKE","54.133","-108.517","SK","-1.3","0",NA,"26.5","0","-24.7","0","",,NA,"4.5","0",NA,"","2","",,NA,"579.8","0.1","406N0NM"
"URANIUM CITY (AUT)","59.567","-108.483","SK","-6.1","0",NA,"12.9","0","-32.1","0","",,NA,"17.0","0",NA,"","5","",,NA,"723.2","0.0","406QLD0"
"NIPAWIN","53.333","-104.008","SK","-2.5","1",NA,"22.2","1","-26.3","0","",,NA,"8.4","1",NA,"","3","",,NA,"593.3","0.0","4075525"
"NIPAWIN","53.333","-104.000","SK","-3.1","0",NA,"22.9","0","-25.9","0","",,NA,"8.8","0",NA,"","3","",,NA,"632.9","0.0","407N51G"
"HUDSON BAY(AUT)","52.817","-102.317","SK","-1.7","0",NA,"25.5","0","-27.8","0","",,NA,"8.8","0",NA,"","3","",,NA,"589.6","0.0","4083324"
"MCKAGUE 2","52.583","-103.833","SK","-1.8","2","-4.6","22.0","1","-23.5","2","1.6","0","16.0","12.0","0","51.0","0.0","3","","",NA,"554.7","0.0","4085052"
"BALDUR","49.276","-99.292","MB","-3.5","8","-7.5","17.5","8","-19.0","7","3.0","8",NA,"3.0","8",NA,"","1","","",NA,"473.7","0.0","5010140"
"BRANDON A","49.910","-99.952","MB","-1.2","0",NA,"26.2","0","-22.2","0","6.0","1",NA,"5.4","0",NA,"","1","",,NA,"575.6","0.0","5010481"
"BRANDON RCS","49.900","-99.950","MB","-0.5","0",NA,"26.4","0","-20.6","0","",,NA,"5.7","0",NA,"","1","",,NA,"554.6","0.0","5010490"
"CARBERRY CS","49.906","-99.357","MB","0.3","0",NA,"25.9","0","-19.0","0","",,NA,"5.5","0",NA,"","1","",,NA,"531.3","0.0","5010547"
"CYPRESS RIVER RCS","49.562","-99.074","MB","0.6","0",NA,"25.5","0","-18.3","0","",,NA,"5.1","0",NA,"","1","",,NA,"521.6","0.0","5010641"
"ELKHORN 2 EAST","49.927","-101.203","MB","-0.5","0","-4.6","26.5","0","-20.0","0","5.0","0","40.0","7.4","0","27.0","0.0","2","","",NA,"555.8","0.0","5010QFQ"
"PORTAGE ROMANCE","49.983","-98.300","MB","",,NA,"",,"",,"5.0","0",NA,"5.0","0",NA,"0.0","2","","",NA,"","","5012300"
"PORTAGE SOUTHPORT","49.903","-98.284","MB","0.6","4",NA,"25.4","4","-19.4","3","",,NA,"5.5","4",NA,"","2","",,NA,"453.3","0.0","5012324"
"ROBLIN","51.183","-101.363","MB","-2.4","0",NA,"23.9","0","-22.9","0","",,NA,"6.7","0",NA,"","3","",,NA,"611.9","0.0","5012469"
"SHOAL LAKE CS","50.455","-100.604","MB","-3.2","0",NA,"24.4","0","-25.7","0","",,NA,"4.3","0",NA,"","2","",,NA,"637.2","0.0","5012654"
"WASAGAMING","50.655","-99.942","MB","-3.0","0","-4.8","24.2","0","-27.9","0","",,NA,"5.1","0","20.0","","1","",,NA,"628.5","0.0","5013117"
"MELITA","49.281","-100.986","MB","0.2","0",NA,"26.6","0","-20.1","0","",,NA,"3.0","0",NA,"","1","",,NA,"533.6","0.0","501A7AR"
"ROBLIN FRIESEN 3 NORTHWEST","51.267","-101.400","MB","",,NA,"",,"",,"3.0","2",NA,"7.0","2",NA,"0.0","2","","",NA,"","","501B4G2"
"RIVERS PETTAPIECE","50.108","-100.179","MB","",,NA,"",,"",,"7.0","0","76.0","7.0","0","30.0","0.0","1","","",NA,"","","501BMMA"
"ROSSBURN 4 NORTH","50.750","-100.817","MB","",,NA,"",,"",,"5.0","1",NA,"12.8","1",NA,"0.0","3","","",NA,"","","501KE01"
"DEERWOOD RCS","49.400","-98.319","MB","-0.2","3",NA,"25.2","0","-17.4","3","",,NA,"6.9","3",NA,"","2","",,NA,"492.6","0.0","5020725"
"EMERSON AUTO","49.000","-97.238","MB","1.4","0",NA,"23.0","0","-16.1","0","",,NA,"3.5","0",NA,"","1","",,NA,"498.3","0.0","5020881"
"GRETNA (AUT)","49.031","-97.560","MB","1.3","0",NA,"24.2","0","-17.0","0","",,NA,"4.4","0",NA,"","2","",,NA,"500.6","0.0","5021220"
"HOLLAND","49.606","-98.875","MB","",,NA,"",,"",,"0.0","9",NA,"0.0","9",NA,"0.0","0","","",NA,"","","5021302"
"KLEEFELD (MAFRI)","49.518","-96.901","MB","0.5","0",NA,"23.2","0","-18.2","0","",,NA,"4.3","0",NA,"","1","",,NA,"524.5","0.0","5021500"
"MARQUETTE","50.013","-97.807","MB","0.7","0","-3.9","25.0","0","-19.0","0","5.4","0","50.0","5.4","0","19.0","0.0","2","","",NA,"519.2","0.0","5021695"
"MORDEN CDA CS","49.188","-98.084","MB","0.5","2",NA,"20.3","2","-16.5","1","",,NA,"5.4","2",NA,"","2","",,NA,"490.1","0.0","5021849"
"OAKBANK","49.933","-96.850","MB","",,NA,"",,"",,"2.2","0","16.0","2.2","0","7.0","0.0","2","","",NA,"","","5022051"
"PILOT MOUND (AUT)","49.191","-98.905","MB","0.0","0",NA,"24.7","0","-18.6","0","",,NA,"7.0","0",NA,"","3","",,NA,"539.6","0.0","5022125"
"ST CLAUDE","49.650","-98.367","MB","",,NA,"",,"",,"0.0","29",NA,"0.0","29",NA,"","0","","",NA,"","","5022550"
"ST LABRE","49.353","-96.035","MB","",,NA,"",,"",,"11.0","0","91.0","11.8","0","33.0","0.0","2","","",NA,"","","5022575"
"SCHANZENFELD","49.133","-97.950","MB","",,NA,"",,"",,"8.2","0","94.0","8.2","0","29.0","0.0","2","","",NA,"","","5022623"
"SPRAGUE","49.024","-95.598","MB","-0.6","0",NA,"24.2","0","-22.7","0","",,NA,"1.4","0",NA,"","0","",,NA,"556.9","0.0","5022759"
"STONY MOUNTAIN","50.117","-97.167","MB","0.7","0","-3.7","25.0","0","-20.5","0","0.2","0","3.0","0.2","0","1.0","0.0","0","","",NA,"518.2","0.0","5022791"
"WINNIPEG CHARLESWOOD 2","49.850","-97.273","MB","",,NA,"",,"",,"4.0","0",NA,"4.0","0",NA,"0.0","2","","",NA,"","","5023225"
"WINNIPEG THE FORKS","49.888","-97.129","MB","1.4","0",NA,"22.9","0","-17.9","0","",,NA,"1.9","0",NA,"","1","",,NA,"498.2","0.0","5023262"
"CARMAN U OF M CS","49.498","-98.030","MB","0.5","0",NA,"25.9","0","-18.6","0","",,NA,"3.8","0",NA,"","2","",,NA,"523.6","0.0","502I001"
"WINNIPEG A CS","49.917","-97.249","MB","0.3","0",NA,"23.3","0","-20.5","0","",,NA,"1.7","0",NA,"","1","",,NA,"530.6","0.0","502S001"
"BERENS RIVER CS","52.360","-97.022","MB","-4.5","0","-5.5","21.1","0","-32.6","0","",,NA,"26.7","0","114.0","","1","",,NA,"673.6","0.0","5030203"
"GEORGE ISLAND (AUT)","52.819","-97.616","MB","-5.6","1",NA,"9.0","1","-26.6","0","",,NA,"13.1","1",NA,"35.0","1","",,NA,"685.3","0.0","5030984"
"FISHER BRANCH (AUT)","51.083","-97.555","MB","-1.4","0",NA,"24.0","0","-26.4","0","",,NA,"3.5","0",NA,"","2","",,NA,"583.4","0.0","50309J6"
"GIMLI HARBOUR CS","50.631","-96.982","MB","-1.6","0",NA,"18.8","0","-20.3","0","",,NA,"",,NA,"","","",,NA,"589.0","0.0","5031041"
"GIMLI CLIMATE","50.633","-97.050","MB","-0.8","1",NA,"23.6","1","-21.3","0","",,NA,"0.0","1",NA,"","0","",,NA,"545.1","0.0","5031042"
"GRAND RAPIDS HYDRO","53.158","-99.283","MB","-2.3","26","-3.4","15.0","26","-26.0","26","0.0","26",NA,"0.0","26",NA,"","0","","",NA,"81.0","0.0","5031111"
"GREAT FALLS CLIMATE","50.522","-95.977","MB","-0.5","1",NA,"22.8","0","-21.6","1","",,NA,"0.2","1",NA,"","0","",,NA,"536.0","0.0","5031201"
"HODGSON 3","51.211","-97.568","MB","-9.6","15",NA,"4.5","15","-28.5","15","0.0","15",NA,"0.0","15",NA,"","0","","",NA,"413.4","0.0","5031310"
"INDIAN BAY","49.624","-95.197","MB","-1.6","0","-4.9","23.5","0","-24.0","0","0.0","0","0.0","1.2","0","4.0","0.0","1","","",NA,"589.3","0.0","5031320"
"GRAND RAPIDS (AUT)","53.186","-99.268","MB","-4.1","0",NA,"22.0","0","-33.9","0","",,NA,"7.0","0",NA,"","1","",,NA,"663.5","0.0","5031A10"
"PINAWA CANWARN","50.148","-95.890","MB","",,NA,"",,"",,"0.0","15",NA,"0.0","15",NA,"0.0","0","","",NA,"","","5032161"
"RENNIE","49.850","-95.533","MB","-1.0","16",NA,"24.5","11","-24.0","12","0.0","11",NA,"0.0","11",NA,"0.0","0","","",NA,"266.4","0.0","5032360"
"VICTORIA BEACH (AUT)","50.700","-96.567","MB","-0.9","0",NA,"18.4","0","-20.9","0","",,NA,"",,NA,"","","",,NA,"567.3","0.0","5032951"
"PINAWA","50.177","-96.065","MB","-0.4","0",NA,"23.3","0","-21.9","0","",,NA,"0.5","0",NA,"","0","",,NA,"551.6","0.0","503B1ER"
"DAUPHIN CS","51.100","-100.057","MB","-1.1","0",NA,"27.2","0","-22.1","0","",,NA,"11.3","0",NA,"","2","",,NA,"573.6","0.0","5040681"
"DAUPHIN","51.101","-100.053","MB","-1.3","3",NA,"27.5","3","-22.1","2","",,NA,"0.0","3",NA,"","0","",,NA,"520.5","0.1","5040689"
"COWAN","52.033","-100.650","MB","-1.2","0","-3.7","29.0","0","-29.0","0","0.0","0","0.0","0.0","0","0.0","0.0","0","","",NA,"576.5","0.0","5040FJ3"
"MAFEKING","52.666","-101.098","MB","-0.4","0","-3.3","27.0","0","-27.0","0","0.0","0","0.0","6.8","0","16.0","0.0","1","","",NA,"553.7","1.0","5041685"
"MCCREARY","50.712","-99.530","MB","-0.4","0","-4.2","26.7","0","-23.1","0","",,NA,"6.5","0","22.0","","2","",,NA,"551.5","0.0","5043158"
"OAKPOINT MARINE","50.499","-98.037","MB","-2.5","0",NA,"14.6","0","-22.6","0","",,NA,"0.2","0",NA,"","0","",,NA,"616.0","0.0","504K0NM"
"SWAN RIVER RCS","52.115","-101.233","MB","-1.7","1",NA,"26.7","1","-25.2","1","",,NA,"0.0","1",NA,"","0","",,NA,"570.0","0.0","504K80K"
"FLIN FLON","54.683","-101.683","MB","-4.3","0",NA,"19.4","0","-33.0","0","",,NA,"0.8","28",NA,"0.0","0","",,NA,"668.3","0.0","5050919"
"FLIN FLON","54.767","-101.883","MB","-12.9","18","-14.8","3.0","18","-34.0","18","0.0","18",NA,"0.0","18",NA,"","0","","",NA,"371.3","0.0","5050920"
"THE PAS A","53.971","-101.091","MB","-3.5","0",NA,"20.1","0","-30.3","0","0.0","0",NA,"10.6","0",NA,"0.0","2","",,NA,"646.0","0.0","5052881"
"THE PAS CLIMATE","53.967","-101.100","MB","-3.3","0",NA,"20.3","0","-30.5","0","",,NA,"10.9","0",NA,"","1","",,NA,"637.9","0.0","5052890"
"CHURCHILL","58.739","-94.066","MB","-10.1","4",NA,"11.0","4","-29.1","4","",,NA,"5.2","4",NA,"","2","",,NA,"730.6","0.0","5060595"
"CHURCHILL CLIMATE","58.733","-94.067","MB","-10.2","0",NA,"11.4","0","-29.2","0","",,NA,"13.2","0",NA,"","3","",,NA,"846.6","0.0","5060608"
"CROSS LAKE JENPEG 2","54.540","-98.030","MB","-4.0","2",NA,"15.5","2","-32.8","1","",,NA,"12.6","29",NA,"","1","",,NA,"616.6","0.0","5060622"
"GILLAM A","56.358","-94.711","MB","-7.0","5",NA,"16.4","5","-29.7","0","3.0","0",NA,"10.2","0",NA,"1.0","3","",,NA,"626.1","0.0","5061022"
"ISLAND LAKE A","53.857","-94.654","MB","-5.8","5",NA,"22.2","0","-30.2","5","1.4","3",NA,"15.7","0",NA,"1.0","1","",,NA,"593.9","0.0","5061375"
"KELSEY DAM CS","56.038","-96.510","MB","-6.6","0",NA,"16.5","0","-35.0","0","",,NA,"13.4","0",NA,"","2","",,NA,"738.2","0.0","5061422"
"LYNN LAKE","56.864","-101.076","MB","-6.2","0",NA,"19.8","0","-34.5","0","",,NA,"14.6","0",NA,"","4","",,NA,"726.2","0.0","5061645"
"LYNN LAKE RCS","56.850","-101.067","MB","-6.8","0",NA,"18.4","0","-35.2","0","",,NA,"19.6","0",NA,"","4","",,NA,"743.5","0.0","5061649"
"NORWAY HOUSE","53.958","-97.844","MB","-5.1","2",NA,"16.9","2","-32.8","2","",,NA,"7.0","2",NA,"","2","",,NA,"646.4","0.0","5062040"
"TADOULE LAKE","58.706","-98.512","MB","-9.5","5",NA,"13.0","5","-29.9","5","",,NA,"5.2","5",NA,"","2","",,NA,"688.5","0.0","5062835"
"TADOULE LAKE CS","58.716","-98.502","MB","-8.8","1",NA,"12.7","1","-30.1","0","",,NA,"18.1","1",NA,"","3","",,NA,"777.7","0.0","5062840"
"THOMPSON A","55.805","-97.863","MB","-5.7","1",NA,"17.1","0","-30.7","1","8.5","0",NA,"13.2","0",NA,"1.0","3","",,NA,"686.1","0.0","5062921"
"ATTAWAPISKAT A","52.928","-82.432","ON","-10.2","7",NA,"12.7","7","-28.0","7","",,NA,"2.4","16",NA,"","1","",,NA,"649.6","0.0","6010400"
"BIG TROUT LAKE A","53.818","-89.897","ON","-6.0","4",NA,"15.6","4","-30.3","4","",,NA,"",,NA,"","","",,NA,"623.7","0.0","6010735"
"BIG TROUT LAKE","53.816","-89.892","ON","-7.6","1",NA,"15.6","1","-31.7","0","",,NA,"",,NA,"1.0","","",,NA,"742.2","0.0","6010740"
"EAR FALLS (AUT)","50.631","-93.221","ON","-2.0","0",NA,"22.6","0","-24.8","0","",,NA,"8.3","0",NA,"","2","",,NA,"598.7","0.0","6012199"
"FORT SEVERN A","56.019","-87.676","ON","-10.2","10",NA,"9.9","10","-28.7","10","",,NA,"0.0","10",NA,"","0","",,NA,"564.1","0.0","6012501"
"LANSDOWNE HOUSE (AUT)","52.196","-87.936","ON","-8.0","5",NA,"16.9","5","-32.4","3","",,NA,"2.1","5",NA,"","0","",,NA,"650.4","0.0","6014353"
"MUSKRAT DAM","53.441","-91.763","ON","-6.1","3",NA,"18.4","3","-33.9","2","",,NA,"1.0","3",NA,"","1","",,NA,"649.6","0.0","6015026"
"PEAWANUCK (AUT)","54.983","-85.433","ON","-10.4","1",NA,"13.9","1","-31.6","0","",,NA,"10.0","1",NA,"7.0","2","",,NA,"823.2","0.0","6016295"
"PICKLE LAKE (AUT)","51.449","-90.218","ON","-4.4","2",NA,"17.6","2","-28.0","2","",,NA,"2.4","2",NA,"","1","",,NA,"628.4","0.0","6016525"
"PICKLE LAKE A","51.446","-90.214","ON","",,NA,"17.2","0","",,"",,NA,"",,NA,"0.0","","",,NA,"","","6016529"
"RED LAKE A","51.067","-93.793","ON","",,NA,"22.8","1","",,"",,NA,"",,NA,"4.0","","",,NA,"","","6016970"
"SANDY LAKE A","53.064","-93.344","ON","-4.9","1",NA,"21.3","1","-32.4","1","",,NA,"1.3","1",NA,"","1","",,NA,"664.2","0.0","6017401"
"BARWICK","48.633","-93.967","ON","-0.5","1","-4.9","20.5","1","-19.5","0","10.4","1",NA,"10.8","1",NA,"0.0","4","","",NA,"536.3","0.0","6020559"
"ATIKOKAN (AUT)","48.761","-91.628","ON","-2.0","0",NA,"22.8","0","-23.3","0","",,NA,"15.1","0",NA,"","4","",,NA,"599.8","0.0","6020LPQ"
"FORT FRANCES RCS","48.651","-93.439","ON","-1.5","9",NA,"19.9","9","-20.5","4","",,NA,"",,NA,"","","",,NA,"409.6","0.0","6022474"
"MINE CENTRE SOUTHWEST","48.760","-92.623","ON","-0.9","2",NA,"25.0","1","-24.0","1","9.6","1",NA,"15.1","1",NA,"0.0","5","","",NA,"528.4","0.0","6025205"
"DRYDEN REGIONAL","49.828","-92.744","ON","-1.7","7",NA,"24.8","7","-24.9","7","",,NA,"0.0","7",NA,"","0","",,NA,"453.9","0.0","6032125"
"KENORA RCS","49.791","-94.378","ON","-0.4","6",NA,"20.0","6","-17.6","4","",,NA,"0.0","6",NA,"","0","",,NA,"440.8","0.0","6034073"
"KENORA A","49.788","-94.363","ON","-1.2","3",NA,"23.5","0","-19.9","3","0.5","0",NA,"0.4","0",NA,"","0","",,NA,"517.9","0.0","6034076"
"RAWSON LAKE","49.650","-93.717","ON","-11.5","29","-15.3","-7.0","29","-19.0","28","0.0","29",NA,"0.0","29",NA,"","0","","",NA,"29.5","0.0","6036904"
"RAWSON LAKE (AUT)","49.664","-93.733","ON","-1.0","0",NA,"24.5","0","-21.0","0","",,NA,"1.4","0",NA,"","1","",,NA,"569.9","0.0","6036907"
"ROYAL ISLAND (AUT)","49.469","-94.763","ON","-0.1","3",NA,"23.1","2","-17.5","1","",,NA,"0.0","25",NA,"","0","",,NA,"489.0","0.0","6037201"
"SIOUX LOOKOUT A","50.114","-91.908","ON","-3.3","0",NA,"24.6","0","-29.1","0","",,NA,"",,NA,"","","",,NA,"638.8","0.0","6037776"
"ARMSTRONG (AUT)","50.294","-88.905","ON","-5.3","1",NA,"17.5","1","-33.1","1","",,NA,"8.4","1",NA,"","2","",,NA,"676.0","0.0","6040325"
"CAMERON FALLS (AUT)","49.154","-88.345","ON","-2.3","3",NA,"19.5","3","-18.6","1","",,NA,"11.7","3",NA,"","3","",,NA,"548.7","0.0","6041110"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","-0.4","0",NA,"8.2","0","-7.0","0","",,NA,"",,NA,"","","",,NA,"552.3","0.0","6041222"
"GERALDTON A","49.779","-86.939","ON","-4.4","0",NA,"19.0","0","-30.1","0","27.4","0",NA,"23.2","0",NA,"5.0","5","",,NA,"672.3","0.0","6042717"
"HAZELWOOD","48.467","-89.267","ON","",,NA,"",,"",,"18.6","0",NA,"21.8","0",NA,"0.0","3","","",NA,"","","6043390"
"PUKASKWA (AUT)","48.608","-86.287","ON","-2.2","1",NA,"15.5","1","-17.8","0","",,NA,"23.8","1",NA,"1.0","4","",,NA,"587.2","0.0","6046768"
"TERRACE BAY AIRPORT","48.816","-87.092","ON","-3.4","0",NA,"11.2","0","-21.1","0","",,NA,"8.8","0",NA,"5.0","2","",,NA,"642.4","0.0","6048232"
"THUNDER BAY","48.372","-89.322","ON","-0.7","3",NA,"21.2","3","-16.0","3","",,NA,"5.1","3",NA,"","2","",,NA,"505.0","0.0","6048260"
"THUNDER BAY BURWOOD","48.414","-89.278","ON","-0.4","24",NA,"14.0","24","-15.0","24","0.0","24",NA,"5.0","24",NA,"0.0","1","","",NA,"110.5","0.0","6048266"
"THUNDER BAY CS","48.369","-89.327","ON","-1.2","3",NA,"19.6","3","-15.6","3","",,NA,"12.0","3",NA,"","3","",,NA,"517.2","0.0","6048268"
"UPSALA (AUT)","49.033","-90.467","ON","-2.5","0",NA,"22.4","0","-22.9","0","",,NA,"15.9","0",NA,"1.0","4","",,NA,"616.3","0.0","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","-0.8","0",NA,"12.6","0","-13.2","0","",,NA,"",,NA,"","","",,NA,"562.5","0.0","6049443"
"LITTLE FLATLAND ISLAND (AUT)","49.690","-88.306","ON","-5.2","0",NA,"15.7","0","-27.5","0","",,NA,"",,NA,"13.0","","",,NA,"695.2","0.0","6049470"
"LAKE SUPERIOR PROVINCIAL PARK","47.723","-84.814","ON","-4.0","1",NA,"13.5","1","-23.2","1","",,NA,"48.4","1",NA,"","8","",,NA,"638.9","0.0","6054425"
"SAULT STE MARIE A","46.485","-84.510","ON","-1.5","0",NA,"19.0","0","-19.0","0","72.0","0",NA,"56.4","0",NA,"0.0","11","",,NA,"585.9","0.0","6057591"
"WAWA A","47.967","-84.786","ON","",,NA,"17.3","0","",,"",,NA,"",,NA,"","","",,NA,"","","6059407"
"KILLARNEY (AUT)","45.967","-81.483","ON","-0.3","1",NA,"11.1","1","-13.6","0","",,NA,"",,NA,"","","",,NA,"529.6","0.0","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","",,NA,"19.4","0","",,"",,NA,"",,NA,"7.0","","",,NA,"","","6061362"
"MASSEY","46.193","-82.025","ON","-0.5","0","-4.9","19.0","0","-24.5","0","40.2","0","523.0","44.0","0","73.0","0.0","9","","",NA,"553.5","0.0","6065006"
"MONETVILLE 2","46.215","-80.303","ON","-0.4","2",NA,"17.5","2","-23.0","2","54.2","2",NA,"77.5","2",NA,"8.0","10","","",NA,"514.8","0.0","6065252"
"SUDBURY CLIMATE","46.632","-80.796","ON","-2.2","1",NA,"15.1","1","-19.8","1","",,NA,"55.8","1",NA,"","9","",,NA,"586.6","0.0","6068145"
"SUDBURY A","46.626","-80.798","ON","-1.8","1",NA,"18.4","0","-20.4","1","78.1","0",NA,"81.1","0",NA,"","10","",,NA,"575.4","0.0","6068153"
"BONNER LAKE","49.383","-82.124","ON","-3.5","0",NA,"22.0","0","-27.0","0","24.8","0",NA,"41.0","0",NA,"35.0","5","","",NA,"644.2","0.0","6070QK6"
"EARLTON A","47.695","-79.849","ON","-3.7","7",NA,"17.0","7","-20.5","7","",,NA,"20.3","7",NA,"","5","",,NA,"498.7","0.0","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","-3.2","1",NA,"13.3","1","-20.3","1","",,NA,"41.1","1",NA,"","8","",,NA,"615.9","0.0","6072230"
"KAPUSKASING A","49.412","-82.468","ON","-3.6","0",NA,"22.4","0","-24.9","0","31.4","0",NA,"32.8","0",NA,"8.0","3","",,NA,"649.2","0.0","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","-4.0","0",NA,"22.0","0","-24.8","0","",,NA,"0.2","27",NA,"1.0","0","",,NA,"661.1","0.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","-3.5","2",NA,"16.6","2","-26.0","2","",,NA,"28.2","2",NA,"","6","",,NA,"602.4","0.0","6074211"
"MOOSONEE","51.291","-80.608","ON","-8.0","4",NA,"19.1","4","-29.2","4","",,NA,"4.5","4",NA,"","1","",,NA,"675.1","0.0","6075420"
"MOOSONEE UA","51.267","-80.650","ON","-2.9","12","-1.1","21.0","12","-19.0","12","29.6","12",NA,"35.2","12",NA,"0.0","3","","",NA,"375.5","0.0","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","-6.3","1",NA,"20.7","1","-28.7","0","",,NA,"36.5","1",NA,"6.0","4","",,NA,"703.6","0.0","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-4.4","0",NA,"22.4","0","-29.1","0","",,NA,"29.5","0",NA,"14.0","5","",,NA,"672.4","0.0","6075543"
"OGOKI POST A","51.659","-85.901","ON","-5.6","3",NA,"16.9","2","-23.2","3","",,NA,"5.5","3",NA,"","2","",,NA,"636.9","0.0","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","-3.3","0",NA,"21.8","0","-24.9","0","",,NA,"29.5","0",NA,"","5","",,NA,"638.1","0.0","6078282"
"TIMMINS A","48.571","-81.377","ON","-3.3","0",NA,"22.1","0","-25.3","0","",,NA,"",,NA,"","","",,NA,"638.1","0.0","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","-1.1","0",NA,"17.7","0","-22.8","0","",,NA,"105.5","0",NA,"0.0","9","",,NA,"572.8","0.0","6080192"
"NORTH BAY A","46.364","-79.424","ON","-1.7","10",NA,"16.8","10","-20.3","10","",,NA,"43.9","10",NA,"","6","",,NA,"393.7","0.0","6085680"
"NORTH BAY AIRPORT","46.375","-79.403","ON","-1.7","2",NA,"14.8","2","-20.2","1","",,NA,"84.5","2",NA,"","11","",,NA,"552.2","0.0","6085695"
"GORE BAY CLIMATE","45.883","-82.567","ON","-0.4","0",NA,"16.3","0","-18.9","0","",,NA,"58.0","0",NA,"","9","",,NA,"551.2","0.0","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","1.1","0",NA,"11.6","0","-11.3","0","",,NA,"",,NA,"","","",,NA,"505.7","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","-0.1","1",NA,"16.5","1","-16.0","1","49.0","1",NA,"69.4","1",NA,"","9","","",NA,"525.0","0.0","6097426"
"APPLETON","45.186","-76.113","ON","2.4","0",NA,"19.5","0","-12.0","0","12.4","0",NA,"112.4","0",NA,"0.0","12","","",NA,"469.0","0.0","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","3.0","1",NA,"19.2","1","-9.2","0","",,NA,"115.7","1",NA,"1.0","14","",,NA,"435.8","0.0","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","3.3","0","-3.4","18.0","0","-10.0","0","6.6","0","80.0","111.3","0","144.0","0.0","14","","",NA,"440.7","0.0","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","2.3","9","-3.1","20.0","9","-14.5","9","53.2","9",NA,"81.9","9",NA,"0.0","8","","",NA,"328.7","0.0","6101335"
"CORNWALL","45.016","-74.749","ON","4.2","2","-2.8","22.0","2","-9.0","2","8.0","2",NA,"90.8","2",NA,"0.0","15","","",NA,"386.2","0.0","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","2.7","0","-3.3","19.5","0","-10.5","0","20.6","0","185.0","133.4","0","208.0","0.0","14","","",NA,"458.7","0.0","6102J13"
